queryHits	subjectHits	chrom	zf_pos	ensembl_transcript_id	fst_smooth	fst_boot	fst_diff	ensembl_gene_id	go_id	go_linkage_type	name_1006
245	1671	chrZ	17747775	ENSTGUT00000000988	0.177931354565217	0.135216261615385	0.0427150929498328	ENSTGUG00000000953	GO:0019677	IEA	NAD catabolic process
245	1671	chrZ	17747775	ENSTGUT00000000988	0.177931354565217	0.135216261615385	0.0427150929498328	ENSTGUG00000000953	GO:0006742	IEA	NADP catabolic process
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0019221	IEA	cytokine-mediated signaling pathway
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0032355	IEA	response to estradiol
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0032870	IEA	cellular response to hormone stimulus
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0060396	IEA	growth hormone receptor signaling pathway
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0031623	IEA	receptor internalization
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0040018	IEA	positive regulation of multicellular organism growth
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0048009	IEA	insulin-like growth factor receptor signaling pathway
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0044236	IEA	multicellular organismal metabolic process
254	1737	chrZ	44145034	ENSTGUT00000002358	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002265	GO:0046898	IEA	response to cycloheximide
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0007626	IEA	locomotory behavior
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0007420	IEA	brain development
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0009791	IEA	post-embryonic development
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0040007	IEA	growth
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0019953	IEA	sexual reproduction
254	1739	chrZ	44233273	ENSTGUT00000019256	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000018223	GO:0001887	IEA	selenium compound metabolic process
254	1740	chrZ	44254120	ENSTGUT00000002363	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002273	GO:0006366	IEA	transcription from RNA polymerase II promoter
254	1740	chrZ	44254120	ENSTGUT00000002363	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002273	GO:0006357	IEA	regulation of transcription from RNA polymerase II promoter
254	1740	chrZ	44254120	ENSTGUT00000002363	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002273	GO:0006351	IEA	transcription, DNA-templated
254	1741	chrZ	44286511	ENSTGUT00000002365	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002277	GO:0006468	IEA	protein phosphorylation
254	1742	chrZ	44297220	ENSTGUT00000002376	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002279	GO:0008299	IEA	isoprenoid biosynthetic process
254	1742	chrZ	44297220	ENSTGUT00000002376	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002279	GO:0008152	IEA	metabolic process
254	1745	chrZ	44367788	ENSTGUT00000002388	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002299	GO:0045727	IEA	positive regulation of translation
254	1746	chrZ	44395603	ENSTGUT00000002420	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002303	GO:0055114	IEA	oxidation-reduction process
254	1746	chrZ	44395603	ENSTGUT00000002420	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002303	GO:0015992	IEA	proton transport
254	1746	chrZ	44395603	ENSTGUT00000002420	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002303	GO:0072593	IEA	reactive oxygen species metabolic process
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0008543	IEA	fibroblast growth factor receptor signaling pathway
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0070352	IEA	positive regulation of white fat cell proliferation
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0061115	IEA	lung proximal/distal axis specification
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060879	IEA	semicircular canal fusion
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060661	IEA	submandibular salivary gland formation
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060594	IEA	mammary gland specification
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060496	IEA	mesenchymal-epithelial cell signaling involved in lung development
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060436	IEA	bronchiole morphogenesis
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0060019	IEA	radial glial cell differentiation
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0032925	IEA	regulation of activin receptor signaling pathway
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0010634	IEA	positive regulation of epithelial cell migration
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0010631	IEA	epithelial cell migration
254	1747	chrZ	44571900	ENSTGUT00000002423	0.114639412046385	0.0972176832569361	0.0174217287894487	ENSTGUG00000002333	GO:0030949	IEA	positive regulation of vascular endothelial growth factor receptor signaling pathway
